SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Loudness,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,ArtistFamiliarity,ArtistHotttnesss,AudioMd5,EndOfFadeIn,Energy,Key,KeyConfidence,Mode,ModeConfidence,Release,SongHotttness,StartOfFadeOut,Genre,TrackId
66,SOCLAFZ12AF72A6D7F,148128,Immigrant's Daughter,ART1R9I1187B9B3324,,,,Margaret Becker,,192.62649,0,0.721,-17.471,96.848,3,0.889,Stay Close To Me,,0.5419177370104618,0.4041576710256122,c475f6569392b1ce405b841984ce9225,0.34,0.0,0,0.721,1,0.722,Immigrant's Daughter,,174.347,,TRAGEAS128F4258B9E
67,SOQYGKF12A6D4F77EC,756547,The Dolly Parton Classics,ARYJSY01187B9B7C65,,Locust Ridge TN,,Dolly Parton,,152.45016,8,0.033,-12.144,95.981,4,0.959,I'm Not Worth the Tears,1967,0.7073326990307538,0.6038764869181625,b8379c5917d4b43e28981ecece948135,0.467,0.0,8,0.033,1,0.557,The Dolly Parton Classics,0.2707759989463275,144.811,country | folk | american | pop | bluegrass,TRAGEXH12903CB4C10
68,SOWBHDA12A58A7A398,245146,La Habana Tiene...,ARSSW5A1187FB4B5E5,,,,Estrellas Cubanas,,324.91057,2,0.152,-4.442,174.554,1,0.0,Fin De Semana,,0.33749579638447846,0.0,23af1fe881943e95ed929b79150cd072,0.0,0.0,2,0.152,1,0.5,La Habana Tiene...,0.0,320.575,,TRAGEXW128F427A405
69,SOXHSTL12A8C13B5A6,212480,Halcyon - The Platinum Collection,ARD5K161187B9AC784,51.27562,Sevenoaks United Kingdom,0.17898,Orbital,,192.20853,5,0.352,-6.924,120.938,4,1.0,Chime (edit),1990,0.69300920358103,0.49866887479608674,4da32b22039412b8bba7c4065a9d01c7,0.0,0.0,5,0.352,0,0.49,Halcyon - The Platinum Collection,0.6156548448294465,188.801,british | english | sevenoaks | house | techno | electronica | electronic | ambient techno | uk | dance and electronica,TRAGEVR128F4276B92
70,SONUVBD12AB0186112,465056,Sol,AR5M35O1187B9A0D74,34.05349,Los Angeles California USA,-118.24532,SOL,,251.79383,0,0.542,-6.364,62.076,4,0.533,Puedes ser feliz,,0.6467714140597289,0.0,0716022fac8bab35ce1516c1486d0775,0.0,0.0,0,0.542,1,0.583,Sol,,234.417,,TRAGUPV128F93354DE
71,SOOEQIN12A8C13B8EF,207670,Southern Slang (Chopped & Screwed),ARG3UX61187B9AC05A,,,,D.O.W.N.,,312.39791,1,0.707,-8.987,117.263,4,0.168,Hustlin',,0.7411328018082258,0.5425339931632684,c82e7da1d1ac5e8744d80c0275bbb07c,0.0,0.0,1,0.707,1,0.647,Southern Slang (Chopped & Screwed),0.0,312.398,metal | rock and indie,TRAGUPU128F42685F4
72,SOZNFIN12A8C13EDBA,223566,South Texas Swing,ARSEUOO1187B999569,29.57535,Moulton TX,-97.14306,Adolph Hofner,,135.07873,7,0.676,-18.169,118.472,4,0.497,How I Miss You Tonight,,0.32902403967128135,0.25366003511709817,6604a26683756ffc0ff285f310b8392c,0.241,0.0,7,0.676,1,0.607,South Texas Swing,0.0,128.575,,TRAGUAA128F4291AB1
73,SOIQFYV12A8C13EEB6,306057,Music To Crash Your Car To,AREGV3K1187B9AF614,,Los Angeles California,,Mötley Crüe,,248.55465,7,0.04,-5.938,115.254,5,0.0,Wild Side,1987,0.7242849266433012,0.5013606133308892,59a9004d7ea44e9d600af15071104d91,0.385,0.0,7,0.04,1,0.284,Music To Crash Your Car To,,236.785,rock and indie,TRAGUJK128F42A75C3
74,SOZFOCS12A8C142CA3,612184,Unforgiven,ARONPP01187B995FB5,52.88356,England,-1.97406,Cockney Rejects,,182.25587,2,0.582,-3.132,84.59,4,0.0,Big Time Charlie,2007,0.6088248054637592,0.42865098878987407,2b987fdddd074b932b1d2779e40e79df,0.485,0.0,2,0.582,1,0.589,Unforgiven,,174.678,uk | punk | oi | london | england | classic pop and rock,TRAGUMU128F92F6963
75,SORGQGD12AB0185998,602229,Soul On Jazz,AR32PK91187FB4D6E2,,Denver CO,,Philip Bailey,,227.47383,8,0.343,-7.884,109.963,4,1.0,Sometime Ago,,0.5132644760400453,0.33407266881677433,5650a4011dc13b123f808d747bba65da,0.183,0.0,8,0.343,1,0.461,Soul On Jazz,,209.74,,TRAGURD12903CF497F
76,SOGJUBN12AB017CF98,338819,Living Room,ARC43071187B990240,,Wisner LA,,Wayne Watson,,228.49261,1,0.351,-7.831,125.908,4,0.469,Somebody Sing,,0.5451592956008632,0.35155586118563925,00041a198ef98ba9bcbaaa7427d55b97,7.036,0.0,1,0.351,1,0.735,Living Room,0.0,220.665,,TRAGUNG128F92F67B3
77,SOAVVDB12A8C136842,88561,Live,ARZEA421187FB5B5BA,34.05349,Los Angeles CA,-118.24532,Lee Michaels,,249.80853,5,0.9,-15.069,123.474,3,0.534,My Lady,,0.5045657618752406,0.34948848236169633,9e244b35536b3f1782e4b7cf43a667f2,0.0,0.0,5,0.9,1,0.767,Live,0.2486177236433898,244.669,los angeles | american,TRAGUSI128F42668FD
78,SOCHSUI12A8C131C44,285607,Harpin´ The Blues,AR7JPF81187B988D23,32.29869,Jackson MS,-90.18049,Charlie McCoy,,282.53995,7,0.405,-13.027,90.81,3,0.962,Night Life,1991,0.37019116502419075,0.2859898082677068,a3c48578e84780b8b264a91c6a128add,0.073,0.0,7,0.405,1,0.462,Harpin´ The Blues,,278.727,,TRAGUCZ128F426E5F6
79,SOPCBZF12AB01836CC,406176,Aurora_ Vol.2 - EP,ARLBNAC1187FB47151,,,,Alex Gopher,,396.87791,9,0.781,-7.83,127.902,4,0.034,Aurora (Rory's Cassette Jam Remix),,0.6486922863011286,0.3933694061464494,5142f03365359010753bc3878fe7a70f,7.883,0.0,9,0.781,1,0.406,Aurora_ Vol.2 - EP,0.0,388.389,,TRAGUMD128F9313BC2
80,SOASAPT12AB01836BB,703022,Decade of Suicide/10 years after beginning,AR1Y37Q1187B9B66D2,40.71455,New York NY,-74.00712,Suicide,,321.30567,0,0.522,-5.75,144.94,4,0.0,Shadows of the thought,,0.7102691666979191,0.39490889693257647,9e9af28ec8364d05dc1ddc78fc26fe53,0.485,0.0,0,0.522,0,0.565,Decade of Suicide/10 years after beginning,,314.973,,TRAGUHI12903C9F729
81,SOSAVBB12A8C13D255,300419,Stern,ARR40ZV1187B9A10A8,40.99471,Pennsylvania,-77.60454,Stern,,241.13587,2,0.783,-8.452,139.949,4,0.573,Tüflische Plan,,0.5242713554229456,0.2497540855755363,cf60b55dd10e2a9e31eccf2ec835e106,0.328,0.0,2,0.783,0,0.789,Stern,0.0,232.194,,TRAGZRR128F4295E1C
82,SOQUGCC12A8C1424D2,657107,The Return Of O-Tumma,AR1VCLT1187FB4C8AC,,,,Tum Tum,,209.18812,2,0.133,-17.014,66.565,4,0.423,So Fresh,,0.592494980055643,0.35062894689721674,3e72ecd05beff1875d3c773d33330eb0,0.0,0.0,2,0.133,1,0.314,The Return Of O-Tumma,0.0,199.86,,TRAGZFK128F92F43F1
83,SOCGCVT12A6D4FAF6F,770,Devil Hopping,AR9AM2N1187B9AD2F1,53.4796,Manchester England,-2.24881,Inspiral Carpets,,232.12363,7,0.135,-11.319,187.66,4,0.353,Party In The Sky,1994,0.605109701914858,0.39854753538058046,039c9e0ca59d28655f5b4f3718258dea,0.253,0.0,7,0.135,1,0.338,Devil Hopping,0.5317220984213001,227.405,madchester | english | indie | uk | rock | rock and indie | british,TRAGZRF128E0781872
84,SOSZHGZ12A8C13B75E,106026,New Hope For The Wretched,AREENKN1187B98F35D,40.71455,New York NY,-74.00712,Plasmatics,,344.24118,0,0.671,-11.685,125.363,4,0.94,Dream Lover,1980,0.5578751684218033,0.3593247265042633,f15621077d6f648e19a0823327922188,0.09,0.0,0,0.671,1,0.355,New Hope For The Wretched,0.5428987432910862,340.405,punk | usa,TRAGZQD128F428E68B
85,SOERPVK12AB0185466,345449,The Beatles,ARAOADX1187B98AED3,36.15398,Tulsa OK,-95.99277,Dwight Twilley,,224.54812,7,0.395,-8.812,90.875,4,1.0,Tomorrow Never Knows,,0.5314156533692651,0.3189111841635213,ba0775d4df58a3a1e3e4337db0046ebb,5.747,0.0,7,0.395,1,0.461,The Beatles,,204.591,,TRAGZDU128F93070B1
86,SOTLPLH12A8C132E36,141876,Bahião Com H,ARDZJ6H1187FB387F2,,,,Moraes Moreira,,280.65914,0,0.566,-7.437,132.558,4,0.893,Banho De Amor,1991,0.4617414933052843,0.3342524740434901,27e9b7a4a3618c8381105dfd03421ae5,0.264,0.0,0,0.566,1,0.596,Bahião Com H,0.0,272.887,,TRAGZKI128F4249FBE
87,SOBLUPB12AB017D074,439909,This Is What The Universe Sounds Like,AR3JLWI1187FB37141,39.16178,GLEN BURNIE,-76.62184,Darko,,378.67057,7,0.665,-14.175,124.255,4,0.813,Danote,,0.6187314246144202,0.350870447751252,920e23510a8f8fbad34c45227d1b815e,0.0,0.0,7,0.665,1,0.718,This Is What The Universe Sounds Like,,378.671,,TRAGZNX128F92F40E9
88,SOWGMLU12A58A7E280,543288,The Spinning of the World,ARG36WO1187B9B3A9A,48.42831,Georgia,-123.36451,Jeff Talmadge,,228.62322,2,0.995,-12.174,160.105,1,0.0,The Hard Part's Letting Go,,0.4197553662875338,0.31783841080089725,5f54c10738f805f6af72bc4fb238d712,0.148,0.0,2,0.995,1,0.811,The Spinning of the World,,221.762,,TRAGZBS128F931DF7C
89,SOOSUHA12A6BD53D30,72103,Rubikon,AREUYDJ1187B9BA040,,Havířov Česká republika,,Krystof,,285.67465,0,0.476,-10.084,130.042,4,0.331,Ostravaczech,2006,0.5086362291338029,0.3721191186306522,c8aa7e3d6b106be11762193ff3d74912,0.125,0.0,0,0.476,1,0.602,Rubikon,0.4348380902608562,277.972,czech,TRAGZCW128EF34B85B
90,SODUZHA12A6D4FAF3F,64420,The Rock Block,AR2KSTE1187FB57A36,,Fort Wayne Indiana,,Petra,,262.21669,1,0.0,-6.949,101.004,4,0.368,Angel Of Light (Never Say Die Album Version),,0.7981586559379212,0.4753930634423814,68685b68d77e4d9b7306e311b7698009,0.479,0.0,1,0.0,0,0.107,The Rock Block,,258.624,,TRAGZOK128F14ADF45
91,SOVTEUT12AB0185D22,754327,Bajo La Corteza (26 Canciones De Leño),AR7ZI7Z1187B98BF55,,,,Mägo de Oz,,295.31383,7,0.279,-4.638,121.955,4,0.571,Qué Desilusión,2010,0.6297516051019162,0.5314117519895055,3bc40dfa5325181d107a491de3684f45,0.0,0.0,7,0.279,1,0.551,Bajo La Corteza (26 Canciones De Leño),0.43965465970686407,293.071,,TRAGZHM12903CAEF3A
92,SOGPQGK12AB018A30B,514842,Habla El Corazon,ARZDUJG1242077E2C5,,,,Yuridia,,264.54159,0,0.577,-7.918,109.996,4,0.943,Regresa A Mi (Unbreak My Heart),,0.7015062869017662,0.364164341184009,f76d3d224c8416a8359e3d290e533a66,0.362,0.0,0,0.577,1,0.479,Habla El Corazon,0.4454545254934259,249.272,,TRAGZTU128F9348113
93,SOWHCQG12AB0187E19,773676,Nightfall Showcase,ARJDMBO1187B9AD118,,,,Johnny Osbourne,,200.41098,6,0.198,-7.454,135.537,4,0.961,Come ALong,,0.6187657854861481,0.40913486879748406,2c357fd6376c7dbeac69651439745e02,0.223,0.0,6,0.198,0,0.333,Nightfall Showcase,0.0,200.411,,TRAGZIJ12903CE27E4
94,SODHPQS12AC907282B,600648,Hear Our Prayers O Lord,AREWQSE1187B9AEC6C,32.58507,Mississippi,-89.87374,The Jackson Southernaires,,356.10077,7,0.148,-10.65,92.555,4,0.919,Lord We Give You All The Praise,,0.32300899095323227,0.31143764032728327,ef5a78246ebe74e617b624001a058624,0.313,0.0,7,0.148,0,0.378,Hear Our Prayers O Lord,,346.668,,TRAGPAW12903CEFD43
95,SOYERFU12A8AE48FD6,236630,The Greatest Stars Of Folk Music,ARNMHWR11F4C83B384,43.87165,Vermont,-72.45165,Kingston Trio,,199.94077,4,0.57,-17.9,117.214,1,0.0,Tom Dooley,,0.5127793382989322,0.2951171938923701,f3a91e54571068b9c39a112eec0b834a,0.0,0.0,4,0.57,1,0.338,The Greatest Stars Of Folk Music,,188.981,,TRAGPNN128F4230758
96,SOMSUOA12A67FFB3A1,68737,Red Gone Wild,ARXWAQQ1187B9AE954,,Newark NJ,,Redman / Hurricane G / Melanie Rutherford,,113.65832,2,0.557,-10.152,109.265,3,1.0,Soopman Luva 6 1/2,,0.7431297761478142,0.49356684269655965,3c78e3eba90768df40dbf0090b49b5cf,0.0,0.0,2,0.557,1,0.487,Red Gone Wild,0.3867901771390143,100.223,soul and reggae | new york | us | american | hip-hop | rap,TRAGPFL128EF342E1D
97,SOKKMRS12A67ADD134,69820,Holding A Wolf By The Ears,ARWR6RK1187FB3AB52,,Long Island NY,,From Autumn To Ashes,,175.80363,2,0.439,-5.911,93.061,4,0.581,Sensory Deprivation Adventure,2007,0.7142685325196276,0.5054531534296305,72d5c6fb15b99c254740cea1aca0edf6,0.061,0.0,2,0.439,0,0.536,Holding A Wolf By The Ears,0.600471580614151,166.429,,TRAGPAF128EF34542A
98,SOKQDQZ12A8C13BB10,112605,Messiaen Oeuvres Orgue,AR342K51187B98B571,,,,Olivier Messiaen,,647.60118,5,0.109,-24.98,101.636,5,0.689,Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008),,0.5908045142095237,0.41910041303433604,0b1ffe40bf60a3c98bd38e80b6be8c1a,0.404,0.0,5,0.109,1,0.194,Messiaen Oeuvres Orgue,0.0,641.742,classical | french | european,TRAGPAD128F42990B7
99,SONLOMJ12AB0181700,462098,Gaitas Platinum,ARQWJ1D1187B990964,,,,Barrio Obrero,,231.47057,5,0.357,-7.797,182.962,3,0.0,Un Ojo Dimos,,0.4010201762483526,0.2973207381866574,77a7dc64d7695d2459180c7f47acf6fd,0.0,0.0,5,0.357,1,0.193,Gaitas Platinum,0.3770751950289888,223.898,,TRAGPOW128F932DC3A
100,SOTODXV12AB017E98D,620643,30 Days In The Hole (Live & Dangerous),ARPISA41187FB3DE42,51.77045,Essex England,0.64255,Humble Pie,,469.44608,2,0.278,-7.033,132.598,4,0.611,30 Days In The Hole (Live),,0.6335459987503766,0.4024958799867582,cf904559bc371b9c338d21e9c156c660,0.165,0.0,2,0.278,1,0.385,30 Days In The Hole (Live & Dangerous),,457.172,classic pop and rock | classic rock,TRAGPMR128F930C0D8
101,SOLAZIP12AB017F246,635129,LOAF Presents: Domestic POP,ARHAMVP1269FCD2C1C,,,,Supertalented,,96.65261,0,0.755,-8.518,115.954,1,0.0,Fax Me,,0.2442721117945255,0.0,47cfd727e08b7992d34d506add4e0548,0.305,0.0,0,0.755,1,0.681,LOAF Presents: Domestic POP,0.0,89.861,,TRAGPZS128F9332248
102,SOZSAZR12A8C13E9EF,214868,Footprints In The Sand,ARF3XJD1187FB38DE0,40.69214,Peoria IL,-89.58776,Cristy Lane,,196.80608,7,0.812,-12.118,86.142,4,0.124,Making Up For Lost Time (Footprints In The Sand Album Version),,0.4206159723883332,0.3379207502523265,3767b1778ef7a3e1147a71529cd50764,0.0,0.0,7,0.812,1,0.724,Footprints In The Sand,,190.723,,TRAGPKF128F427B439
103,SOKUBEF12A6D4FA3B8,234421,The First Two Albums,ARRJNTE1187FB44E12,,,,Casiotone For The Painfully Alone,,51.01669,0,0.276,-20.499,78.16,1,0.0,Dying Batteries,2001,0.6653221619060184,0.3942171989010042,d8847e8182116e59303bf3b894705305,0.088,0.0,0,0.276,1,0.707,The First Two Albums,0.6739598444058943,47.183,dance and electronica,TRAGPEA128F422B47E
104,SOAFUPM12A6D4FD26F,271629,Feelin' Kinda Patton,AR20BO61187B9B880E,36.83264,Portsmouth VA,-76.29771,Patton Oswalt,,121.96526,8,0.345,-13.322,75.669,3,0.665,A Brief History of Shitty Comedy,2004,0.5927973462665315,0.4536297180686329,e8fa907a63dd7ee4a87fccd5aabbfc09,0.0,0.0,8,0.345,0,0.341,Feelin' Kinda Patton,0.5096409655518045,116.796,,TRAGPMS128F4248295
105,SOCEKJL12AAFF44A8E,771267,We Are Enterprise: The Album to Benefit The Rebuilding of Enterprise High School,AR5OB9M1187FB52F29,,Savannah TN,,Darryl Worley,,261.642,7,0.555,-10.294,96.716,4,0.79,Katie's Song,,0.757389969929311,0.5167640302671827,ff4342cdd0381b76516810be15f02c6c,2.351,0.0,7,0.555,1,0.711,We Are Enterprise: The Album to Benefit The Rebuilding of Enterprise High School,0.25358705677289295,246.619,,TRAGDVU12903CDCD8B
106,SOKNFFM12A81C216F3,130398,Gaia II,AR7ZI7Z1187B98BF55,,,,Mago de Oz,,380.682,2,0.184,-7.736,110.255,5,0.679,Desde mi cielo,2005,0.6297516051019162,0.5314117519895055,0c0a9fa7156c54014fa00a69dd73e628,0.177,0.0,2,0.184,1,0.476,Gaia II,0.6796860547444804,341.769,,TRAGDLM128F4233397
107,SOQTSEW12AB0180ED2,407754,Die besten Tage sind gezählt,AR2P71H1187B9B8C00,,DE,,Kool Savas,,79.93424,6,0.0,-5.031,81.224,5,0.647,Warum rappst du?,2000,0.6033827679508963,0.4494236346936823,bbe0edd5e3eae76e531c47b366362647,0.0,0.0,6,0.0,0,0.0,Die besten Tage sind gezählt,0.4287022625232594,79.934,,TRAGDRH128F93182E1
108,SOAHFGP12A6D4FB62E,240395,Chicago R&B [Parrot R&B],ARCYJTW11F4C840F74,,California,,Orchids,,175.98649,10,0.0,-11.91,101.485,3,1.0,You Said You Loved Me,,0.48604771142351655,0.3805651678346358,6dd6bc38a14c000560448bb3209396fe,0.473,0.0,10,0.0,1,0.219,Chicago R&B [Parrot R&B],0.2636898883630547,169.268,,TRAGDDL128F4248973
109,SOAZRCH12AB017A84D,484161,The Reckoning,ART1R9I1187B9B3324,,,,Margaret Becker,,261.04118,9,0.757,-9.803,149.916,4,0.411,Start The Fire,1989,0.5419177370104618,0.4041576710256122,34c1ab6cae3b1c416bfc92ff32f4317a,0.694,0.0,9,0.757,1,0.677,The Reckoning,,247.716,,TRAGDCN128F92F9050
110,SOFMQDK12AF729D3C8,557792,Cuban Ballerina,ARATR0U1187B9B76D0,,San Francisco CA,,Dead To Me,,145.55383,4,0.518,-5.603,201.123,4,0.0,Don't Lie,2006,0.7105313879693529,0.4337287814263827,bb2fb82954c2aa6cdde2760d22c1c161,0.259,0.0,4,0.518,1,0.501,Cuban Ballerina,,136.661,,TRAGDPH128F9344020
111,SOKEBYL12A6D4F6FBF,25453,Heroes And Villains,ARYYTAY1187B9B5F9D,,Los Angeles CA,,Paloalto,,289.59302,4,0.725,-5.247,152.0,4,1.0,Seed,,0.5678750312781994,0.4055961953475206,5ef4d7d66df4b3d8ed46208b0004f286,8.702,0.0,4,0.725,0,0.698,Heroes And Villains,0.42530424172042486,264.202,,TRAGDPS128F145F8EE
112,SOQRFVZ12A8C13A4C6,159947,Modelo Para Armar,ARJRQL51187FB541AB,,,,Juan Carlos Baglietto,,220.99546,2,0.689,-13.743,100.855,4,1.0,Salzanitos,,0.5408813491958131,0.386630836509906,5396d03f65c517bc801f8f59fabe7b01,0.286,0.0,2,0.689,1,0.644,Modelo Para Armar,0.0,213.357,,TRAGDEA128F4279040
113,SOCYBQD12A8C143029,378580,The Trials Of Job,ARIOTFR1187B98F316,,United States,,Mykill Miers,,263.3922,11,0.605,-3.889,172.485,4,0.502,Get Money,,0.4441847303654178,0.3265559051117419,3ec35f70a07c805063b54f675904202e,0.415,0.0,11,0.605,1,0.265,The Trials Of Job,,251.664,,TRAGDWI128F92D84B0
114,SOCDZMU12A8C13C256,298752,Bully,ARF1PSM1187B9B802A,,,,Sugarbomb,,219.74159,2,0.367,-4.866,139.778,4,0.701,Gone,2001,0.4843111624870436,0.3518418956973318,b057010e27ec800bd5dcc5d3bd0ec93e,0.566,0.0,2,0.367,1,0.452,Bully,0.4051157216913865,214.454,texas | dallas,TRAGDFG128F42934A0
115,SODXHIZ12A58A7A889,602374,Texas Hold'em,ARY1K701187B9A43A9,,,,Joe McBride,,314.06975,0,0.445,-10.203,91.979,4,0.833,One Eyed Jack,2005,0.49244072824952,0.33894696915778594,43bafdc8aa55087a4156c76c624d9988,0.165,0.0,0,0.445,1,0.521,Texas Hold'em,0.26586104921065007,302.231,,TRAGDYS12903CF569B
116,SOZFHFF12A6701E914,9552,En las cosas del amor...,AR7BODP1187B9B7766,,CANADA - Ontario,,Abracadabra,,144.90077,11,0.491,-10.715,164.192,4,0.751,Te estoy saboreando,,0.4420161280720587,0.30497274472426045,1b00176375ef26c4842f0d06773164b9,0.131,0.0,11,0.491,0,0.481,En las cosas del amor...,0.0,139.564,,TRAGDDC128E0788279
117,SORVXFP12A81C22116,180927,Visão Futurística Do Passado,ARTP2PK1187B98FECA,,,,Quinteto Violado,,202.47465,2,0.381,-6.852,161.518,4,0.475,Olha Pro Ceu,,0.4428185380034297,0.3205201351139909,b1fd59441797dd93e3755022e77a2777,0.0,0.0,2,0.381,1,0.392,Visão Futurística Do Passado,,192.337,,TRAGDOT128F422F342
118,SODIRMS12A8C140C52,701622,Carrier Track,ARSBZSV1187B989B86,,,,Stress Assassin,,229.53751,0,0.0,-11.957,163.725,7,0.365,EU A4,2003,0.42238680862515954,0.3199800325552832,9916562588692eff26ddbedaca0558fa,0.0,0.0,0,0.0,1,0.0,Carrier Track,0.21204540548371908,219.777,,TRAGDAF128F92F928C
119,SOAGRTC12AC468B954,700059,Strictly The Best Vol. 15,ARMPQIE1187FB3D4EB,,Kingston Jamaica,,Bounty Killer,,227.5522,1,0.577,-7.113,114.272,5,1.0,Ask Fi War,,0.6932878385507649,0.39327449140462534,6e7a8b53bf8b31e04ad73d49c5b04390,0.182,0.0,1,0.577,1,0.46,Strictly The Best Vol. 15,,222.848,hip hop rnb and dance hall,TRAGDKW12903D0E755
120,SODRLDV12A8C13D25E,258315,Ain't It Beautiful,ARWC3XN1187B9A8D82,40.71455,NY - New York City,-74.00712,ZO2,,276.4273,7,0.083,-4.098,150.715,4,0.722,Isolate,2007,0.5956609047408887,0.3452411367594495,712458b0a98686dad4caa5d26f09277c,0.357,0.0,7,0.083,1,0.303,Ain't It Beautiful,0.4051157216913865,264.319,,TRAGSIT128F426F746
121,SONDAME12A6D4F9352,51357,Ed Byrne - Pedantic and Whimsical,ARI8ECO119B3403C34,,,,Ed Byrne,,330.63138,7,0.354,-8.366,77.99,4,0.618,Who's Your Daddy?,,0.40095244842949446,0.3578170742518158,9b24fc31bf02761ec62cdb142e82f3ea,2.949,0.0,7,0.354,1,0.434,Ed Byrne - Pedantic and Whimsical,,325.114,,TRAGSJK128F1491F0A
122,SOEHTZE12A6310F0F2,307,In My Place,ARJ7KF01187B98D717,,,,Coldplay,,274.41587,2,0.194,-7.446,134.027,4,0.135,One I Love,2002,0.8650215114996607,0.9160532282837347,95600ce067337190f3e059cec55d9ac9,0.322,0.0,2,0.194,1,0.482,In My Place,0.8102636131560579,258.305,british | uk | alternative rock | piano pop | parlophone | english | piano rock | britannique | rock and indie | united kingdom | pop rock | rock,TRAGSGF128E0780CA7
123,SOIIZIX12A6D4F799D,22379,Methods Of Mayhem,ARU35NK1187FB46CFD,,,,Methods Of Mayhem / Scott Kirkland,,199.31383,1,0.222,-3.246,116.04,4,0.899,Narcotic,1999,0.3683081396568305,0.3976478301695002,6f479b0731f6117acca25206be9b2359,0.0,0.0,1,0.222,1,0.275,Methods Of Mayhem,0.6058550313785807,196.4,,TRAGSQU128F145693D
124,SOCDZDT12A6D4F8F73,29026,These Foolish Things,ARIZODP1187B9AD272,54.89814,Washington England,-1.53179,Bryan Ferry,,253.12608,4,0.223,-8.662,116.36,4,0.863,Don't Worry Baby (1999 Digital Remaster),1973,0.6948025197816848,0.5618305379392137,ef3633d2a4161448028d59672efbdad2,0.194,0.0,4,0.223,1,0.315,These Foolish Things,0.4072330149011048,226.197,british | english | classic pop and rock | male vocalists | 70s | rock | 00s | 90s | uk | 80s,TRAGSZA128F146A11A
125,SOKVKEC12AB0186B68,765362,Close Calls With Brick Walls / Mother of Mankind,ARW2U4O1187FB4408B,,New York NY,,Andrew W.K.,,165.51138,2,0.0,-3.378,120.153,4,0.0,Don't Call Me Andy,2006,0.6985324766957247,0.5094560008533419,bba7c8199acc015c1b7742c26e715f96,0.343,0.0,2,0.0,1,0.0,Close Calls With Brick Walls / Mother of Mankind,0.5306630301441494,165.511,,TRAGSKH12903CCCAA9
126,SOTYBQB12A8C139F0C,95078,America's bugle calls,ARCVMYS12454A51E6E,,,,The Sun Harbor's Chorus-Documentary Recordings,,59.32363,10,0.031,-25.678,36.151,1,0.0,Taps,,0.41994127477041937,0.2491372295395512,250c5cacd8129c88a1abd8493da92a84,0.411,0.0,10,0.031,1,0.21,America's bugle calls,0.27263298075238634,59.324,,TRAGSWQ128F428109C
127,SOSWYWM12AB018A072,711892,The History Of House Parties_ vol. 3,ARZH3SW1187B98C96E,,,,Onyx,,317.46567,11,0.161,-12.908,85.541,5,1.0,The Force,,0.6365823790006426,0.42128726251105253,9133fee9d724bf33a017523ecf019071,0.0,0.0,11,0.161,1,0.565,The History Of House Parties_ vol. 3,,311.856,hip hop rnb and dance hall | hip hop,TRAGSNG12903CB73C8
128,SOQUGRT12A6701DD47,14561,Dry & Heavy,ARJ2PMY1187FB5B563,,NY - Long Island,,Burning Spear,,185.5473,0,0.495,-19.633,122.376,4,0.0,It's A Long Way Around,1977,0.6742377995907541,0.4652702100858289,07c7304c99b189a1f07f58fe67e89350,0.531,0.0,0,0.495,1,0.493,Dry & Heavy,0.4961753356732933,175.572,reggae | classic pop and rock,TRAGSOA128E078F934
129,SOUWONL12A8C13EA27,78740,Viva Las Violence,ARXDOUQ11F50C4A239,,,,Wednesday 13's Frankenstein Drag Queens From Planet 13,,239.20281,0,0.595,-3.587,149.551,1,0.0,Bark At The Moon (Album Version),,0.5651617781331155,0.37144710585388685,5d06b51ae44c7db9fd96df56367ded26,2.038,0.0,0,0.595,1,0.63,Viva Las Violence,,219.829,,TRAGSIX128F92E0933
130,SOELMDY12A6D4FB18A,57839,Last Night In Town,ARCP94M1187B9B0F56,42.88544,Buffalo New York,-78.87846,Every Time I Die,,171.59791,9,0.538,-4.029,93.458,1,0.0,California_ Gracefully,2001,0.8424233180669045,0.564855750476682,6832dadc9614d1dff7e847dae5b743ce,0.0,0.0,9,0.538,1,0.346,Last Night In Town,0.5746932970850078,166.487,,TRAGSJQ128F149EF8D
131,SODXVQZ12AC468707A,699549,Degenerate Fuck Crew,ARWMZYB1187FB480A7,4.65637,Bogotá D. C. Colombia,-74.11779,The Aftermath,,118.30812,8,0.369,-10.386,166.648,4,0.0,Might As Well Laugh,,0.561003950198288,0.3389203449697267,135ae150078ceb8d08cc848bdd685d8b,0.16,0.0,8,0.369,0,0.513,Degenerate Fuck Crew,,112.715,,TRAGSFU12903D0D340
132,SOGDJTG12AC960A37D,602698,Maiden's Prayer,ARU0HTX1187B98B4C6,34.05349,California - LA,-118.24532,Lisa Lynne,,261.95546,9,0.771,-9.559,106.009,4,0.729,Still I Will,2001,0.6051396999641143,0.42093775483735935,3fd71397c73725caffb3c9df18738507,0.188,0.0,9,0.771,0,0.693,Maiden's Prayer,0.7278916337491327,240.506,,TRAGSWL12903CF67CB
